consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,next_slide_key.started,question_text_2.started,triangle.started,slider_image.started,arrow.started,next_slide_key.keys,next_slide_key.rt,image.started,question_text.started,spacebar_text.started,slider.started,spacebar_continue.started,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,image_2.started,question_text_3.started,spacebar_continue_2.started,spacebar_text_2.started,slider_2.started,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,trunc,label,E,9,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/9wr.png,,,,,,,,,,,,,,,,,,,0,27,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.23953310001525,60.23953310001525,60.23953310001525,60.23953310001525,60.539096100023016,space,0.005116799991810694,1.7180555555555554,0.2951611999887973,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,21,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/21wr.png,,,,,,,,,,,,,,,,,,,0,28,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.611541800026316,60.611541800026316,60.611541800026316,60.611541800026316,60.898924000008265,space,0.0195469000027515,1.7180555555555554,0.2813120999780949,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,43,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/43br.png,,,,,,,,,,,,,,,,,,,0,29,29,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.983356100012315,60.983356100012315,60.983356100012315,60.983356100012315,61.293412400002126,space,0.3865984999865759,1.7180555555555554,0.6962206999887712,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,47,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/47br.png,,,,,,,,,,,,,,,,,,,0,30,30,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.75175870000385,61.75175870000385,61.75175870000385,61.75175870000385,62.15146530000493,space,0.06780789999174885,1.7180555555555554,0.39986939998925664,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,5,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/5wr.png,,,,,,,,,,,,,,,,,,,0,31,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.28444240000681,62.28444240000681,62.28444240000681,62.28444240000681,62.57585449999897,space,0.07254759999341331,1.7180555555555554,0.28693839997868054,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,31,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/31br.png,,,,,,,,,,,,,,,,,,,0,32,32,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.753366700024344,62.753366700024344,62.753366700024344,62.753366700024344,63.03951470000902,space,0.019250799989094958,1.7180555555555554,0.2818581000028644,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,1,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/1wr.png,,,,,,,,,,,,,,,,,,,0,33,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.11705850000726,63.11705850000726,63.11705850000726,63.11705850000726,63.39582580002025,space,0.03998390000197105,1.7180555555555554,0.2744365000107791,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,4,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/4bg.png,,,,,,,,,,,,,,,,,,,0,34,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.50073739999789,63.50073739999789,63.50073739999789,63.50073739999789,63.78687500001979,space,0.05935329999192618,1.7180555555555554,0.2826414000010118,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,42,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/42wg.png,,,,,,,,,,,,,,,,,,,0,35,35,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.908190000016475,63.908190000016475,63.908190000016475,63.908190000016475,64.25141210001311,space,0.058873699977993965,1.7180555555555554,0.33863399998517707,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,26,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/26wg.png,,,,,,,,,,,,,,,,,,,0,36,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.38072810001904,64.38072810001904,64.38072810001904,64.38072810001904,64.63564110000152,space,0.0384667000034824,1.7180555555555554,0.24880020000273362,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,24,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/24bg.png,,,,,,,,,,,,,,,,,,,0,37,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.7401547000045,64.7401547000045,64.7401547000045,64.7401547000045,65.01826240000082,space,0.03819409999414347,1.7180555555555554,0.275586600007955,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,49,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/49wr.png,,,,,,,,,,,,,,,,,,,0,38,38,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.12229860000662,65.12229860000662,65.12229860000662,65.12229860000662,65.43603520002216,space,0.032915899995714426,1.7180555555555554,0.3145888000144623,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,50,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/50wg.png,,,,,,,,,,,,,,,,,,,0,39,39,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.54037680002511,65.54037680002511,65.54037680002511,65.54037680002511,65.80897260000347,space,0.0546563999960199,1.7180555555555554,0.2666124000097625,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,32,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/32bg.png,,,,,,,,,,,,,,,,,,,0,40,40,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.932958600024,65.932958600024,65.932958600024,65.932958600024,66.21301960002165,space,0.02786309999646619,1.7180555555555554,0.27651239998522215,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,blank,E,11,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/11br.png,,,,,,,,,,,,,,,,,,,0,41,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.30476950001321,66.30476950001321,66.30476950001321,66.30476950001321,66.6029837000242,space,0.028818199993111193,1.7180555555555554,0.2938193999871146,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,15,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/15br.png,,,,,,,,,,,,,,,,,,,0,42,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.70113810000475,66.70113810000475,66.70113810000475,66.70113810000475,67.0811772000161,space,0.44335529999807477,1.7180555555555554,0.7582705000240821,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,27,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/27br.png,,,,,,,,,,,,,,,,,,,0,43,43,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.58839460002491,67.58839460002491,67.58839460002491,67.58839460002491,67.97464940001373,space,0.03267869999399409,1.7180555555555554,0.3834150000184309,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,20,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/20bg.png,,,,,,,,,,,,,,,,,,,0,44,44,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.07303830000455,68.07303830000455,68.07303830000455,68.07303830000455,68.36902030001511,space,0.03383230001782067,1.7180555555555554,0.29238990001613274,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,3,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/3br.png,,,,,,,,,,,,,,,,,,,0,45,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.46781970001757,68.46781970001757,68.46781970001757,68.46781970001757,68.74203470000066,space,0.031107399991014972,1.7180555555555554,0.2740224000008311,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,2,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/2wg.png,,,,,,,,,,,,,,,,,,,0,46,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.84238120002556,68.84238120002556,68.84238120002556,68.84238120002556,69.15568070000154,space,0.02420519999577664,1.7180555555555554,0.30954399998881854,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,14,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/14wg.png,,,,,,,,,,,,,,,,,,,0,47,47,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.24837350001326,69.24837350001326,69.24837350001326,69.24837350001326,69.56102050002664,space,0.02756949997274205,1.7180555555555554,0.3120276999834459,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,label,E,10,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/10wg.png,,,,,,,,,,,,,,,,,,,0,48,48,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.65826710002148,69.65826710002148,69.65826710002148,69.65826710002148,69.9269864000089,space,0.02866619999986142,1.7180555555555554,0.27072770000086166,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,extend,blank,E,12,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/12bg.png,,,,,,,,,,,,,,,,,,,0,49,49,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.02586740002153,70.02586740002153,70.02586740002153,70.02586740002153,70.28496280001127,space,0.014639000000897795,1.7180555555555554,0.25996090000262484,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,trunc,label,E,18,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/18wg.png,,,,,,,,,,,,,,,,,,,0,50,50,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37058990000514,70.37058990000514,70.37058990000514,70.37058990000514,70.6576466000115,space,0.03600140000344254,1.7180555555555554,0.2874850000080187,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,1,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1wr.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.82417870001518,70.82417870001518,70.82417870001518,70.82417870001518,70.82417870001518,space,0.2702008000051137,1.7180555555555554,0.3013723000185564,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,2,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1wg.png,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.15594270001748,71.15594270001748,71.15594270001748,71.15594270001748,71.15594270001748,space,0.8131948999944143,1.7180555555555554,0.7844280999852344,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,3,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1br.png,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.03648220002651,72.03648220002651,72.03648220002651,72.03648220002651,72.03648220002651,space,0.8587992000102531,1.7180555555555554,0.823684900009539,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,4,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1bg.png,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.96558350001578,72.96558350001578,72.96558350001578,72.96558350001578,72.96558350001578,space,0.3639391000033356,1.7180555555555554,0.3454815000004601,,,,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['space'],[0.13099160001729615],,,,,,,,,,,,,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4823383000039,0.0002103000006172806,76.4823383000039,76.4823383000039,76.4823383000039, sdfds,0.05555555555555555,-0.39791666666666664,1,0,0,continue_box,,,,,2023-02-28_13h59.53.781,BZ,2022.2.4,163.3578533563343,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6447116000054,,,,,,,,
