consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,scale,label,item_type,item_no,sentence,question,correct_option,granularity,file_path,item_no2,sentence2,question2,correct_option2,granularity2,file_path2,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,next_slide_key.started,question_text_2.started,triangle.started,slider_image.started,arrow.started,next_slide_key.keys,next_slide_key.rt,image.started,question_text.started,spacebar_text.started,slider.started,spacebar_continue.started,spacebar_continue.keys,spacebar_continue.rt,slider.response,slider.rt,image_2.started,question_text_3.started,spacebar_continue_2.started,spacebar_text_2.started,slider_2.started,spacebar_continue_2.keys,spacebar_continue_2.rt,slider_2.response,slider_2.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
,,,,,,extend,label,E,29,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/29wr.png,,,,,,,,,,,,,,,,,,,0,25,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.91895380005008,150.91895380005008,150.91895380005008,150.91895380005008,151.08705660002306,space,0.06975280004553497,1.723611111111111,0.16138929995940998,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,label,E,42,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/42wg.png,,,,,,,,,,,,,,,,,,,0,26,26,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.2231093000155,151.2231093000155,151.2231093000155,151.2231093000155,151.38780250004493,space,0.05358359997626394,1.723611111111111,0.15895549999549985,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,label,AC,51,Ignore the map. Move the marker all the way to the 'Not very urgently' end of the scale.,"Based on the text above, how have you been asked to respond?",1.0,0.5,map_generator/charts/1wr.png,,,,,,,,,,,,,,,,,,,0,27,27,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.50398630002746,151.50398630002746,151.50398630002746,151.50398630002746,151.65928490000078,space,0.05429220001678914,1.5,0.14835939998738468,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,blank,E,11,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/11br.png,,,,,,,,,,,,,,,,,,,0,28,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.78563120000763,151.78563120000763,151.78563120000763,151.78563120000763,151.9296712000505,space,0.08882439997978508,1.725,0.13762779999524355,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,label,E,13,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/13wr.png,,,,,,,,,,,,,,,,,,,0,29,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.07912880001822,152.07912880001822,152.07912880001822,152.07912880001822,152.31828740000492,space,0.9388885999796912,1.4791666666666667,1.17227300000377,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,blank,E,20,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/20bg.png,,,,,,,,,,,,,,,,,,,0,30,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3221650000196,153.3221650000196,153.3221650000196,153.3221650000196,153.71469130000332,space,0.010570099984761328,1.6375,0.3875074000097811,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,label,E,45,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/45wr.png,,,,,,,,,,,,,,,,,,,0,31,31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.80001400003675,153.80001400003675,153.80001400003675,153.80001400003675,154.12029410002287,space,0.012233100016601384,1.7375,0.31887690001167357,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,label,E,9,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/9wr.png,,,,,,,,,,,,,,,,,,,0,32,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.20152570004575,154.20152570004575,154.20152570004575,154.20152570004575,154.71920530003263,space,0.029218300012871623,1.738888888888889,0.5121252000099048,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,blank,E,35,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/35br.png,,,,,,,,,,,,,,,,,,,0,33,33,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8200186000322,154.8200186000322,154.8200186000322,154.8200186000322,155.14890150004067,space,0.035506299987901,1.7583333333333333,0.3241113999974914,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,label,E,46,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/46wg.png,,,,,,,,,,,,,,,,,,,0,34,34,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2559331000084,155.2559331000084,155.2559331000084,155.2559331000084,155.59601370000746,space,0.03679509996436536,1.7930555555555556,0.33394939999561757,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,label,E,33,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/33wr.png,,,,,,,,,,,,,,,,,,,0,35,35,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.70150490000378,155.70150490000378,155.70150490000378,155.70150490000378,156.07894300000044,space,0.01075370004400611,1.7944444444444445,0.36361909995321184,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,label,E,22,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/22wg.png,,,,,,,,,,,,,,,,,,,0,36,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.1650612000376,156.1650612000376,156.1650612000376,156.1650612000376,156.5238921000273,space,0.04176890000235289,1.8166666666666667,0.3604027000255883,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,blank,E,8,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/8bg.png,,,,,,,,,,,,,,,,,,,0,37,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.63250400003744,156.63250400003744,156.63250400003744,156.63250400003744,156.97942950000288,space,0.059257600049022585,1.8166666666666667,0.3409702000208199,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,blank,E,19,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/19br.png,,,,,,,,,,,,,,,,,,,0,38,38,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.10340760002146,157.10340760002146,157.10340760002146,157.10340760002146,157.45036030001938,space,0.06710009998641908,1.8166666666666667,0.34117830003378913,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,label,E,41,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/41wr.png,,,,,,,,,,,,,,,,,,,0,39,39,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5775188000407,157.5775188000407,157.5775188000407,157.5775188000407,157.94596440001624,space,0.06811239995295182,1.8166666666666667,0.356686599960085,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,label,E,38,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/38wg.png,,,,,,,,,,,,,,,,,,,0,40,40,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.08751000004122,158.08751000004122,158.08751000004122,158.08751000004122,158.44713080005022,space,0.028112199972383678,1.8041666666666667,0.3528247000067495,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,label,E,5,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/5wr.png,,,,,,,,,,,,,,,,,,,0,41,41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.54585660004523,158.54585660004523,158.54585660004523,158.54585660004523,159.60930090001784,space,0.016839199990499765,1.8416666666666668,1.0584251999971457,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,label,E,21,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/21wr.png,,,,,,,,,,,,,,,,,,,0,42,42,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.70936710003298,159.70936710003298,159.70936710003298,159.70936710003298,160.10462200001348,space,0.13152609998360276,1.8430555555555554,0.39190960000269115,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,blank,E,40,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/40bg.png,,,,,,,,,,,,,,,,,,,0,43,43,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.31898440001532,160.31898440001532,160.31898440001532,160.31898440001532,160.73571820004145,space,0.0272036999813281,1.8291666666666666,0.4153136999811977,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,label,E,34,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/34wg.png,,,,,,,,,,,,,,,,,,,0,44,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.83358780003618,160.83358780003618,160.83358780003618,160.83358780003618,161.22042750002583,space,0.06786030001239851,1.8291666666666666,0.3799779000109993,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,blank,E,49,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/49wr.png,,,,,,,,,,,,,,,,,,,0,45,45,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.35305480001261,161.35305480001261,161.35305480001261,161.35305480001261,161.74412880005548,space,0.03234380000503734,1.8291666666666666,0.38504049996845424,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,blank,E,15,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/15br.png,,,,,,,,,,,,,,,,,,,0,46,46,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.83951090002665,161.83951090002665,161.83951090002665,161.83951090002665,162.26850240002386,space,0.03905939997639507,1.8291666666666666,0.4239303000504151,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,blank,E,39,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/39br.png,,,,,,,,,,,,,,,,,,,0,47,47,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.37826740002492,162.37826740002492,162.37826740002492,162.37826740002492,162.72570410004118,space,0.0892376999836415,1.8291666666666666,0.341117900039535,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,trunc,blank,E,31,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/31br.png,,,,,,,,,,,,,,,,,,,0,48,48,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.88797130004968,162.88797130004968,162.88797130004968,162.88797130004968,163.2897802000516,space,0.07952020002994686,1.8291666666666666,0.4015439000213519,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,blank,E,48,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/48bg.png,,,,,,,,,,,,,,,,,,,0,49,49,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4421804000158,163.4421804000158,163.4421804000158,163.4421804000158,163.78983360005077,space,0.18056489998707548,1.8291666666666666,0.3503445999813266,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,extend,label,E,17,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How severe is Covid 19 in this region?,None,0.0,map_generator/charts/17wr.png,,,,,,,,,,,,,,,,,,,0,50,50,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0336202000035,164.0336202000035,164.0336202000035,164.0336202000035,164.99461820005672,space,0.10032020002836362,1.8291666666666666,0.9565186000545509,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,,,,,,,,,,1,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1wr.png,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.17897890001768,165.17897890001768,165.17897890001768,165.17897890001768,165.17897890001768,space,5.034225799958222,1.7944444444444445,2.2574263000278734,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,,,,,,,,,,2,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1wg.png,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.27885100001004,170.27885100001004,170.27885100001004,170.27885100001004,170.27885100001004,space,1.1811374999815598,1.526388888888889,1.0763882999890484,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,,,,,,,,,,3,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1br.png,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5270206000423,171.5270206000423,171.5270206000423,171.5270206000423,171.5270206000423,space,0.8354187000077218,1.7736111111111112,0.7993947999784723,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,,,,,,,,,,4,This graph shows the Covid 19 death rate for each month in 2021 in USA states:,How appropriate are the colours of the graph?,None,0,map_generator/charts/1bg.png,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.43706160003785,172.43706160003785,172.43706160003785,172.43706160003785,172.43706160003785,space,0.6737022000015713,1.2597222222222222,0.6133958999998868,,,,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['space'],[0.5215200999518856],,,,,,,,,,,,,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.66292070003692,0.00020160002168267965,176.66292070003692,176.66292070003692,176.66292070003692, fd,-0.013888888888888888,-0.37222222222222223,1,0,0,continue_box,,,,,2023-03-07_12h11.26.839,BZ,2022.2.4,164.88318028900127,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.67269170004874,,,,,,,,
